model,agent,pr_id,coverage_purpose,coverage_changes,rationale_clarity,commit_coverage,testing_guidance,readability
Deepseek-V3-0324,Devin,2981923119,4,4,4,4,4,4
Deepseek-V3-0324,Devin,3177558438,5,4,4,4,4,4
Deepseek-V3-0324,Devin,3274034915,5,4,4,5,4,4
Deepseek-V3-0324,Devin,2899347249,4,4,3,3,3,4
Deepseek-V3-0324,Devin,2975842137,4,4,3,4,3,4
Deepseek-V3-0324,Devin,3142406560,5,5,5,4,4,5
Deepseek-V3-0324,Devin,2990048496,4,4,4,4,4,4
Deepseek-V3-0324,Devin,3140626100,5,4,4,5,3,4
Deepseek-V3-0324,Devin,2990759653,4,4,4,4,3,4
Deepseek-V3-0324,Devin,2766896431,4,4,4,4,4,4
Deepseek-V3-0324,Devin,3147340923,5,5,4,5,3,4
Deepseek-V3-0324,Devin,3018945300,4,4,4,4,4,4
Deepseek-V3-0324,Devin,3235225544,5,4,4,5,5,4
Deepseek-V3-0324,Devin,2911062935,4,4,4,4,3,4
Deepseek-V3-0324,Devin,2840161375,4,4,3,4,4,4
Deepseek-V3-0324,Devin,3121717297,5,4,4,5,4,5
Deepseek-V3-0324,Devin,3055011716,4,4,3,4,3,4
Deepseek-V3-0324,Devin,3276675146,5,4,4,4,4,5
Deepseek-V3-0324,Devin,3023973499,4,3,3,3,3,4
Deepseek-V3-0324,Devin,3106238975,5,5,5,4,4,5
Deepseek-V3-0324,Devin,2989241488,4,4,4,4,3,4
Deepseek-V3-0324,Devin,3136694740,5,4,4,4,3,4
Deepseek-V3-0324,Devin,3027214568,4,4,4,4,3,4
Deepseek-V3-0324,Devin,2955783318,4,4,4,4,3,4
Deepseek-V3-0324,Devin,3080627981,5,4,4,4,3,4
Deepseek-V3-0324,Devin,3163881966,4,4,4,5,4,4
Deepseek-V3-0324,Devin,2875837851,4,4,4,4,3,4
Deepseek-V3-0324,Devin,2980033797,4,4,4,4,3,4
Deepseek-V3-0324,Devin,3077288177,4,4,4,4,3,4
Deepseek-V3-0324,Devin,3261008079,5,5,4,5,4,4
Deepseek-V3-0324,Devin,3065169774,4,4,3,4,3,4
Deepseek-V3-0324,Devin,3264232570,5,5,4,5,4,4
Deepseek-V3-0324,Devin,3022935755,4,3,3,3,2,4
Deepseek-V3-0324,Devin,3022608189,4,4,3,4,2,4
Deepseek-V3-0324,Devin,2777961937,4,4,3,4,4,4
Deepseek-V3-0324,Devin,3087251875,4,5,4,4,3,4
Deepseek-V3-0324,Devin,3007834112,4,4,4,4,3,4
Deepseek-V3-0324,Devin,2765532800,4,4,3,4,3,4
Deepseek-V3-0324,Devin,2814619482,4,4,3,4,2,4
Deepseek-V3-0324,Devin,3176708032,5,5,4,5,4,4
Deepseek-V3-0324,Devin,3018286070,4,4,3,4,2,4
Deepseek-V3-0324,Devin,2974105233,4,4,3,4,4,4
Deepseek-V3-0324,Devin,3060701727,4,4,3,4,3,4
Deepseek-V3-0324,Devin,2969206989,4,4,4,4,3,4
Deepseek-V3-0324,Devin,2942942773,4,4,4,4,4,4
Deepseek-V3-0324,Devin,2989346716,4,4,3,3,2,4
Deepseek-V3-0324,Devin,2895731914,4,4,4,4,3,4
Deepseek-V3-0324,Devin,2863371219,4,4,4,4,2,4
Deepseek-V3-0324,Devin,2798748566,4,4,3,4,4,4
Deepseek-V3-0324,Devin,3033217495,5,4,4,4,4,4
Deepseek-V3-0324,Devin,3120241373,5,4,4,5,3,5
Deepseek-V3-0324,Devin,2792640916,4,4,3,4,3,4
Deepseek-V3-0324,Devin,3271081485,5,5,5,5,4,5
Deepseek-V3-0324,Devin,3067975590,4,4,4,4,3,4
Deepseek-V3-0324,Devin,2892884286,4,4,3,4,2,4
Deepseek-V3-0324,Devin,2857279950,4,4,3,4,3,4
Deepseek-V3-0324,Devin,3022605131,4,4,4,4,4,4
Deepseek-V3-0324,Devin,3044449578,4,4,4,4,3,4
Deepseek-V3-0324,Devin,2923122007,4,4,3,4,2,4
Deepseek-V3-0324,Devin,2957323680,4,4,4,5,3,4
Deepseek-V3-0324,Devin,2893109657,3,3,2,3,1,4
Deepseek-V3-0324,Devin,3229082088,5,5,4,5,4,5
Deepseek-V3-0324,Devin,3068715586,4,4,3,4,3,4
Deepseek-V3-0324,Devin,3220842362,1,1,1,1,1,1
Deepseek-V3-0324,Devin,3183686900,5,4,5,5,4,4
Deepseek-V3-0324,Devin,3006562482,4,4,3,4,3,4
Deepseek-V3-0324,Devin,2916976581,4,4,4,4,4,4
Deepseek-V3-0324,Devin,2991791185,5,4,4,4,2,4
Deepseek-V3-0324,Devin,3162328692,4,4,4,4,4,4
Deepseek-V3-0324,Devin,3051334108,4,3,3,3,4,4
Deepseek-V3-0324,Devin,2883187795,4,4,4,4,3,4
Deepseek-V3-0324,Devin,3152003781,5,5,5,5,3,5
Deepseek-V3-0324,Devin,2840926622,5,4,4,4,4,5
Deepseek-V3-0324,Devin,2898124900,4,4,3,4,3,4
Deepseek-V3-0324,Devin,2971767960,4,4,3,3,3,4
Deepseek-V3-0324,Devin,3088319380,4,4,4,5,5,4
Deepseek-V3-0324,Devin,3245424562,5,5,4,5,5,4
Deepseek-V3-0324,OpenAI_Codex,3183007483,3,3,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3094342002,3,4,2,4,2,3
Deepseek-V3-0324,OpenAI_Codex,3194633256,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3070976835,4,3,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3151711677,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3241853233,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3108174467,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3210958353,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3184525593,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3151118797,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3248563187,4,3,3,4,2,3
Deepseek-V3-0324,OpenAI_Codex,3188058540,3,3,2,4,3,3
Deepseek-V3-0324,OpenAI_Codex,3268811630,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3185648832,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3102987310,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3146871026,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3217124059,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3071995303,3,3,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3261886002,3,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3245831486,4,4,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3168509434,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3258026450,3,4,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3143552976,3,3,3,4,3,3
Deepseek-V3-0324,OpenAI_Codex,3272443117,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3087586301,3,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3267680423,4,4,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3215524258,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3159634536,4,3,3,4,3,3
Deepseek-V3-0324,OpenAI_Codex,3273158595,4,3,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3200422815,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3105759564,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3117019425,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3078957662,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3076927366,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3160584899,3,3,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3224663218,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3105525880,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3098089452,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3146981640,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3242396285,3,3,3,4,4,3
Deepseek-V3-0324,OpenAI_Codex,3115759878,4,4,3,3,3,4
Deepseek-V3-0324,OpenAI_Codex,3190399075,3,3,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3210820520,4,4,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3185472286,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3242907185,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3204814519,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3249387711,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3120463449,1,3,1,3,1,3
Deepseek-V3-0324,OpenAI_Codex,3203635583,3,3,3,4,2,4
Deepseek-V3-0324,OpenAI_Codex,3274471017,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3098814326,4,4,4,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3223734844,3,4,3,3,2,4
Deepseek-V3-0324,OpenAI_Codex,3260746923,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3200297530,4,4,4,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3155167779,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3074805864,3,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3185269875,4,4,3,4,2,4
Deepseek-V3-0324,OpenAI_Codex,3141396555,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3207518442,3,4,3,4,2,4
Deepseek-V3-0324,OpenAI_Codex,3207844213,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3147092197,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3181721791,3,3,2,3,1,3
Deepseek-V3-0324,OpenAI_Codex,3098859735,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3184122688,3,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3244681862,4,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3271880612,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3180555821,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3086827583,3,3,2,3,3,4
Deepseek-V3-0324,OpenAI_Codex,3196100207,3,3,2,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3154355597,4,3,3,4,2,4
Deepseek-V3-0324,OpenAI_Codex,3130735278,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3107828012,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3210954076,3,3,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3094662514,3,3,2,4,2,3
Deepseek-V3-0324,OpenAI_Codex,3276900185,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3138522845,4,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3270213098,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3269024447,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3252788699,4,4,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3071608882,4,4,4,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3081555677,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3171152680,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3147348484,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3109481766,3,3,2,3,3,3
Deepseek-V3-0324,OpenAI_Codex,3245959093,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3135726150,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3088574149,3,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3245276094,4,3,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3136958407,3,3,2,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3249220751,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3140906273,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3146623628,3,3,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3168637428,4,4,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3119025407,3,3,3,3,2,4
Deepseek-V3-0324,OpenAI_Codex,3252413142,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3070201225,4,4,3,3,3,4
Deepseek-V3-0324,OpenAI_Codex,3154456548,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3118225551,3,3,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3112222308,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3148247282,3,3,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3127318171,4,4,4,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3103308044,3,3,3,2,2,3
Deepseek-V3-0324,OpenAI_Codex,3276202298,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3072047932,3,3,3,4,2,4
Deepseek-V3-0324,OpenAI_Codex,3114229050,3,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3070993012,3,3,2,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3180208470,3,3,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3147186627,3,3,2,3,3,3
Deepseek-V3-0324,OpenAI_Codex,3250227975,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3166167710,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3070998455,3,3,2,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3127297110,4,4,4,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3151841469,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3082658945,4,4,4,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3109980354,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3205029049,4,4,3,3,3,4
Deepseek-V3-0324,OpenAI_Codex,3237724813,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3104542226,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3087650976,3,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3218871155,3,4,2,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3209192849,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3181646774,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3230455733,4,3,3,4,2,4
Deepseek-V3-0324,OpenAI_Codex,3251576662,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3103114159,4,4,4,4,2,4
Deepseek-V3-0324,OpenAI_Codex,3210496890,3,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3226323393,3,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3143621170,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3260616681,4,4,4,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3078302647,4,4,3,5,3,4
Deepseek-V3-0324,OpenAI_Codex,3275991280,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3236118071,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3159545005,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3213271731,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3271720457,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3074248547,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3086952592,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3219778765,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3197510796,1,3,1,3,1,3
Deepseek-V3-0324,OpenAI_Codex,3205729797,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3102904786,5,5,4,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3223898505,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3207550708,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3089319947,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3090195656,4,3,3,4,2,4
Deepseek-V3-0324,OpenAI_Codex,3165778418,4,4,4,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3257099233,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3119192259,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3088275393,4,4,3,4,2,4
Deepseek-V3-0324,OpenAI_Codex,3109563960,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3154255199,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3264981757,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3267216723,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3248966596,4,4,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3244994696,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3166525060,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3187973609,4,3,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3252842747,3,3,2,3,3,3
Deepseek-V3-0324,OpenAI_Codex,3239345955,3,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3158211700,3,3,2,3,2,3
Deepseek-V3-0324,OpenAI_Codex,3210826175,4,3,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3226500388,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3254963439,4,3,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3206210286,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3098852388,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3104754601,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3274451235,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3273520137,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3245131228,4,4,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3140379961,2,3,1,3,1,1
Deepseek-V3-0324,OpenAI_Codex,3206204994,4,4,4,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3210043529,4,4,4,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3145306597,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3203236552,3,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3172965839,3,3,3,4,3,3
Deepseek-V3-0324,OpenAI_Codex,3210815699,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3196222388,3,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3203942389,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3096310227,5,4,4,3,3,4
Deepseek-V3-0324,OpenAI_Codex,3163762813,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3205876511,3,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3163759483,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3278116754,3,3,3,4,2,4
Deepseek-V3-0324,OpenAI_Codex,3148949306,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3186328458,3,3,2,3,3,3
Deepseek-V3-0324,OpenAI_Codex,3119831952,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3218183956,4,4,3,4,3,3
Deepseek-V3-0324,OpenAI_Codex,3088291121,3,3,2,4,2,3
Deepseek-V3-0324,OpenAI_Codex,3094572957,3,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3091914765,4,3,3,4,2,4
Deepseek-V3-0324,OpenAI_Codex,3095221165,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3206323277,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3097605139,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3186012130,4,3,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3112264968,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3245317778,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3086664759,3,4,2,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3249237319,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3245835938,4,4,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3245837501,4,4,4,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3169068562,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3107828692,4,4,4,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3201839067,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3177742522,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3205229837,4,4,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3081873012,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3156263388,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3253365273,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3163729825,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3177447425,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3101221104,3,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3246958933,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3226715548,3,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3138706148,3,3,2,3,2,3
Deepseek-V3-0324,OpenAI_Codex,3120482238,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3275457269,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3220946683,4,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3144469647,4,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3102943936,3,3,2,4,2,3
Deepseek-V3-0324,OpenAI_Codex,3177027475,4,4,3,4,2,4
Deepseek-V3-0324,OpenAI_Codex,3245314165,3,3,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3184193699,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3105281819,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3155083486,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3246437274,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3145194883,3,3,3,4,3,3
Deepseek-V3-0324,OpenAI_Codex,3206055555,3,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3245817025,3,3,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3263259840,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3259754876,4,4,3,3,4,4
Deepseek-V3-0324,OpenAI_Codex,3271492406,3,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3245352566,3,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3072061300,3,4,3,4,3,3
Deepseek-V3-0324,OpenAI_Codex,3257508966,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3275822974,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3152377270,4,3,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3072674690,3,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3128286096,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3153939777,4,4,4,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3162021257,3,3,3,3,3,4
Deepseek-V3-0324,OpenAI_Codex,3173064423,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3177339594,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3070636806,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3128385446,3,3,3,4,3,3
Deepseek-V3-0324,OpenAI_Codex,3117950607,4,3,3,3,3,4
Deepseek-V3-0324,OpenAI_Codex,3245994464,3,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3275661107,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3197177312,3,3,3,3,3,3
Deepseek-V3-0324,OpenAI_Codex,3088655287,4,4,3,5,4,4
Deepseek-V3-0324,OpenAI_Codex,3117649177,3,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3267225385,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3073913021,3,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3094676415,3,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3239333858,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3140511880,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3186679333,3,3,2,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3204873362,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3210822998,4,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3173218926,4,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3121659401,3,3,2,3,2,3
Deepseek-V3-0324,OpenAI_Codex,3185004616,4,4,4,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3163339430,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3166317074,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3246020983,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3252594149,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3091801902,3,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3082794767,4,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3120911006,4,4,3,5,3,4
Deepseek-V3-0324,OpenAI_Codex,3121663258,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3261718311,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3081339417,3,3,2,4,3,3
Deepseek-V3-0324,OpenAI_Codex,3090577055,3,3,2,4,3,3
Deepseek-V3-0324,OpenAI_Codex,3153804491,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3207515218,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3276291186,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3205291748,4,3,3,3,3,4
Deepseek-V3-0324,OpenAI_Codex,3222271158,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3255968710,4,4,3,4,2,4
Deepseek-V3-0324,OpenAI_Codex,3207247660,3,4,3,4,2,4
Deepseek-V3-0324,OpenAI_Codex,3203370369,3,3,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3153933057,3,3,3,4,4,3
Deepseek-V3-0324,OpenAI_Codex,3140755064,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3229669675,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3104590726,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3175466241,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3206174543,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3103563658,3,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3155428870,3,3,2,4,3,3
Deepseek-V3-0324,OpenAI_Codex,3251452185,3,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3222632147,4,4,3,4,3,4
Deepseek-V3-0324,OpenAI_Codex,3237872684,4,4,3,4,4,4
Deepseek-V3-0324,OpenAI_Codex,3161845188,4,4,3,4,4,4
